bpm,skin_temp,stress_level
106.60278157819224,35.38981283423049,High
66.38405911544866,32.71003703646223,Low
74.49978800058223,31.91312043874464,Low
62.702697657710985,32.5528317641465,Low
102.44383045723464,33.51592226973432,Medium
85.27755087857763,32.77679684486221,Low
109.2418175935532,33.21307369383507,High
99.19679900346601,32.98022242307167,Medium
131.44967713501285,33.75459911173187,High
92.465669747568,33.46201350960345,Medium
94.45839616701288,33.34075034868631,Medium
130.51151975522524,34.3343430803441,High
63.34134502385343,31.0,Low
101.79766792979358,34.58667107927403,High
62.75680370841007,32.07556731006699,Low
105.60120213672644,33.619450561565316,High
96.70653765187662,33.229590039614216,Medium
62.18704256045403,32.70543902076974,Low
92.78140878839065,33.329272136336414,Medium
74.07284193945203,31.978556279117985,Low
73.29243700972613,31.423585671096852,Low
98.81946667836979,33.507185032509064,Medium
95.0,34.357610647877266,High
73.82738690525923,31.659556327897963,Low
113.57620514978707,34.41043946131497,High
81.8195601765527,32.94691102341377,Low
75.3773069067023,32.32021855255257,Low
100.66440994540221,32.64782815472862,Medium
88.20043751071235,33.09338338223854,Medium
92.93861906647025,32.84541393826568,Medium
98.50289695071169,33.01415918806523,Medium
103.80284973559641,32.72226144041987,Medium
118.4175597577716,34.32116050192928,High
110.30824347895295,34.3567904381743,High
109.06426699725013,33.27989522396552,Medium
87.33318938066985,31.869952945605966,Low
97.9783488409861,33.04806038847049,Medium
79.09827303048279,33.37163204701136,Medium
126.79297184063826,33.75446151199721,High
92.65499311509058,32.97152718813947,Medium
68.4756704211866,32.59238618331193,Low
135.60747924881986,34.590497462422874,High
87.01840384143524,32.169519533242,Medium
101.95530499495146,35.01565034782622,High
98.97856509376543,32.74119435048191,Medium
88.05599252272934,33.10384384358156,Medium
83.97976508289753,32.71462685312526,Medium
94.85612388772037,32.459471729795865,Medium
97.86865470909123,33.90808505582573,High
85.42223683546855,32.975268145173786,Medium
72.42161146958719,32.22598588184392,Low
90.0,32.67219979274737,Low
87.26742888931336,32.760625689168265,Medium
112.30593165555442,33.20359235477107,High
104.18451996385605,34.48254925981662,High
105.44459559399574,34.23400165898173,High
112.51035851520926,34.073133320780784,High
86.78719721915347,32.14870819788108,Medium
100.79021481589751,32.78013447086291,Medium
78.74363290471025,31.779219397795277,Low
66.51722695364634,32.470426762782864,Low
93.22980084756422,32.374443211807346,Medium
95.55055542516983,32.570821109909396,Medium
92.3645747192305,33.204126377857236,Medium
74.11083139633529,32.15814953188885,Low
77.53722362930132,31.74428649504961,Low
90.29242278630522,32.734501522499095,Medium
88.22454507368454,33.085432719063974,Medium
115.05243699718183,34.01580965261415,High
128.53872374165414,34.080692527538325,High
68.0359158927806,32.04339588595516,Low
76.38329760381998,33.54039036277731,Medium
103.75357908162131,34.12053268021516,High
73.22204468982287,31.539905383509865,Low
92.19608139407154,32.91152638625297,Medium
82.28649109769815,33.72669223855885,Medium
75.31514701444627,31.907903518523664,Low
105.14273953664457,33.311653316695256,High
61.65034606742801,31.0,Low
134.6472513291639,34.35349751792715,High
81.49368019999577,31.916366082140303,Low
82.0974760093852,33.305292872641914,Medium
68.48770069490824,32.21169926383515,Low
96.03989823184365,32.68759071115216,Medium
75.31266337201481,31.99185357082884,Low
109.74244978319238,34.57428848238799,High
76.59587526043681,32.03503781463423,Low
73.69373590096224,31.992473378910116,Low
63.454094450202845,32.121329402092385,Low
67.79552917056836,32.21687512577467,Low
65.77339899262134,32.660738336623936,Low
60.74761735807141,31.98318389188638,Low
113.85460154747382,34.6635799315796,High
93.95973256886978,32.43863898921885,Medium
77.06187845926601,32.14491580367169,Medium
61.755395363075166,31.870492620515364,Low
69.30442403708578,32.029945244073566,Low
85.65983409253839,32.07956288433418,Medium
107.43649254715697,33.998018603500185,High
109.51842346574138,32.99178855196362,Medium
70.1474021673343,32.52105527691636,Low
73.19957796832979,31.591631915404072,Low
106.24381746615242,33.685851555619465,High
132.55340842443204,33.435416585323914,High
96.12028213766928,32.35978532375186,Medium
104.68813452916282,33.19009892550298,Medium
79.8450402723679,32.52530055558403,Medium
99.65885829264377,34.137161026040914,High
70.36092637693665,31.80721084389518,Low
102.13528919349298,33.24665895044045,Medium
109.86133082663306,33.974927691004474,High
62.0924048056471,32.440644877490406,Low
92.5142401527637,33.0092169665327,Medium
97.41260513576886,33.963837356409854,High
97.21113001044638,33.19956805717604,Medium
66.28932800524193,31.166974395416336,Low
72.03579419649722,31.900068032965752,Low
87.2850819444463,33.13578941859769,Medium
98.07175376394613,33.55165094100826,Medium
70.70038716335328,33.0,Low
79.39985558353241,32.008629576280654,Low
71.90551942683446,32.07026409060871,Low
80.55886897631494,33.885400317817755,Medium
98.33330155170349,32.738569986423364,Medium
94.86229888278626,32.73863848974048,Medium
118.66598246096848,33.160961155991394,High
74.6298861284197,32.12163822599762,Low
121.45375949585147,34.65727564590866,High
86.1570669462629,33.09792262754884,Medium
84.58455622737533,32.71218108688111,Medium
94.24793494188026,32.96491714427068,Medium
80.11016905305183,32.085261028402805,Low
128.68631557532348,33.162247202368924,High
77.6946205215877,31.519517595116525,Low
64.2556551819578,32.49200611654426,Low
82.84954083512278,31.355314497660405,Low
72.6975595556135,32.12507621052991,Low
120.76556963055766,33.75123152441301,High
68.71367929845533,32.121834732575174,Low
101.26488698800054,33.789786072865354,Medium
117.13979910734221,34.38995206667368,High
77.68768075675939,32.64054626497378,Low
85.36803991262342,33.469141902988,Medium
59.92557517240877,31.84045290124425,Low
85.06042157801329,32.106268181360825,Low
77.16926605996787,32.47606145042931,Low
106.91701714644849,34.65361630039644,High
109.69498852389472,33.97791312714561,High
115.46980593764742,34.70314852443401,High
85.81739828369942,33.05711382433102,Medium
88.91749122510592,33.31033604877534,Medium
130.02357052096028,34.24200794752933,High
103.16741487334225,33.69464026031874,High
89.42891326677605,32.500822979630605,Medium
75.79885930673915,33.128014867156935,Medium
96.11028760729766,33.87739709099218,Medium
99.63201410794562,32.72754045659553,Medium
86.45672323791477,33.52657642666645,Medium
104.64757677580626,34.25121427053458,High
99.34289557643821,32.324157697191836,Medium
131.87141635072564,33.87846970439369,High
108.53427115757474,34.826869065971934,High
96.88296212346772,32.76886235564748,Medium
94.48726052478403,32.68842973678762,Medium
93.04592461828874,33.906224278998465,Medium
96.48627621094587,33.52450461291844,Medium
77.50959222619717,31.853913476441825,Low
69.89227413087498,32.748705879296054,Low
90.10545114607993,33.07515088073094,Medium
109.00624977046228,33.78366365321995,High
68.87439533553085,31.937565225381416,Low
90.38245878052885,32.55269634889025,Medium
98.19707242743469,33.350154939704495,Medium
74.82835599770176,32.944558115651134,Low
76.28173402188608,32.21448937948555,Low
109.23096344337597,34.6097869693206,High
71.03214989180171,32.95923748821156,Low
114.67305251905907,34.47985153055408,High
98.93553679742428,33.468163121278934,High
59.65871891246086,31.82820666597788,Low
115.67518481410109,34.10674949609407,High
70.46229678513741,32.252323383372484,Low
84.49739968067902,33.30300497567282,Medium
77.75781438472232,31.80667375148903,Low
83.80489886932568,32.951970050137675,Medium
121.8605145999844,34.20746653128548,High
93.79273985448333,33.142932695362454,Medium
78.78051493373023,31.8850541489557,Low
87.4902035775682,32.893005577887244,Medium
128.66874267444524,33.641056811383685,High
67.26154599785829,32.62550192774692,Low
93.8563994988611,33.24622563200408,Medium
89.97945478885472,33.57463666314284,Medium
91.0821084682648,32.36021151663215,Medium
58.60703828739541,31.691596352081284,Low
92.16803073306207,32.25721981348151,Medium
68.29167857363073,32.47365111744491,Low
133.76170839215885,33.802389350067116,High
92.0818644881567,33.486277224813364,Medium
77.75442111996144,31.985260252160618,Low
96.99295853641723,32.78990659145207,Medium
115.77368307647619,33.86405243961367,High
65.56403036036338,31.644553031132926,Low
102.2213191663074,33.111066885816854,Medium
113.72082408519233,34.43219008725796,High
90.95885556505853,33.532740187532674,Medium
98.92604155336097,33.01304552510542,Medium
79.21699665747165,32.25192119793384,Low
95.21369377679153,33.89793883654776,Medium
74.26858778576357,32.13896540436281,Low
113.92969640045442,34.188498940507735,High
73.93683559531013,31.46661973737698,Low
121.69672548830039,33.41145337852062,High
61.396069427198945,32.29991849016872,Low
104.62753845673544,34.98872758976724,High
71.4901976114019,31.93133063660268,Low
66.72384684949758,32.59117808336511,Low
74.31884401982495,32.277503464070236,Low
74.40532802697923,32.26701564301709,Low
88.23169355505341,33.08322610410653,Medium
97.07135217854409,33.23629874120652,Medium
108.97724957610106,32.51206337351133,Medium
70.41956589659425,32.34451208657097,Low
98.50807708800511,33.09827738825579,Medium
103.02122107411151,34.246239708009526,High
65.17722830840874,31.841852096903896,Low
93.59247756458777,32.63643141208757,Medium
114.10879960487212,33.94545327492134,High
98.85119035458777,33.57966490168212,Medium
116.50393786476208,35.01568902915482,High
98.7968167761682,32.36162571208985,Medium
127.7767682189851,34.86759930386991,High
87.94445459703095,33.191204873092026,Medium
86.33864427504976,33.09241806184744,Medium
96.37677904936031,33.62787806278676,Medium
74.0788927126323,32.41329286416604,Low
61.14535598253707,31.33839091662833,Low
74.42513746647883,32.606954263296494,Low
85.38215245158142,33.31646590887775,Medium
70.35789006637397,32.26978522187019,Low
103.60914886236033,32.31034038599274,Medium
74.30125776761778,31.717570033740845,Low
109.46350694652818,34.313372004127714,High
91.90202581722468,32.32777474448286,Medium
89.47784604287723,32.98118264878757,Medium
121.14166700043425,33.6279842338674,High
65.63428781643682,32.3121607607112,Low
101.17200269035663,34.31492052974589,High
82.25954138245088,31.348767623495384,Low
66.07244397352116,32.41993198569157,Low
82.76625596526179,32.85439679052388,Low
85.20330130847371,31.751794860403393,Low
103.53018631252893,33.35387596772774,Medium
86.2524462299805,32.681130007874344,Medium
115.74094780419775,33.72387017660606,High
69.60099838431262,32.49132266404755,Low
